Targa,TipoCambio,NumeroSerie,PrezzoListino,AnnoImmatricolazione,IdConcessionaria,IdModello,IdColore
BS705OQ,Manuale,SN3348560,44400,2016,CONC8,MOD476,COL15
HT318VU,Automatico,SN3423080,40400,2024,CONC150,MOD64,COL10
KI991YG,Manuale,SN8208862,35700,2022,CONC103,MOD908,COL20
FM195YP,Automatico,SN2068681,49400,2007,CONC180,MOD254,COL7
YP819UG,Manuale,SN8594687,24200,2021,CONC84,MOD260,COL4
QM329VI,Automatico,SN5031668,59900,2013,CONC76,MOD219,COL12
LK598UB,Automatico,SN4044894,16100,2021,CONC103,MOD474,COL30
JG599CT,Automatico,SN8459056,58900,2018,CONC48,MOD94,COL19
XL661BT,Manuale,SN8896170,46500,2021,CONC148,MOD720,COL24
TE231PP,Automatico,SN3714580,51100,2018,CONC73,MOD127,COL14
OD637YS,Manuale,SN4802021,69100,2004,CONC62,MOD764,COL1
GD293BM,Automatico,SN2652459,21300,2006,CONC9,MOD411,COL30
EB649WU,Automatico,SN9078469,34500,2003,CONC41,MOD473,COL8
WZ626PE,Automatico,SN4162338,64700,2010,CONC145,MOD950,COL7
RU542WK,Automatico,SN5159010,17900,2020,CONC179,MOD178,COL27
AV216SF,Automatico,SN3768294,56100,2022,CONC185,MOD977,COL16
SU709ZK,Manuale,SN8600235,56700,2016,CONC71,MOD147,COL25
IR143YJ,Manuale,SN8915852,57300,2005,CONC193,MOD6,COL13
OR218XH,Automatico,SN8646994,31300,2009,CONC97,MOD578,COL7
NR508HI,Automatico,SN3967067,50600,2017,CONC95,MOD243,COL11
AN851HZ,Automatico,SN5474831,29700,2002,CONC82,MOD589,COL25
SX249CW,Automatico,SN2785541,44500,2004,CONC176,MOD588,COL11
KD673PE,Manuale,SN6160512,62500,2004,CONC9,MOD184,COL24
VM765GL,Automatico,SN5965412,62700,2019,CONC164,MOD831,COL7
CI993AG,Manuale,SN4306384,36900,2008,CONC67,MOD846,COL19
JH791DU,Manuale,SN8583118,44100,2001,CONC49,MOD839,COL5
QH456MP,Manuale,SN2956277,62500,2014,CONC160,MOD686,COL26
CT727RK,Manuale,SN2073191,60900,2012,CONC144,MOD357,COL3
AR338LX,Automatico,SN2074827,68800,2007,CONC123,MOD845,COL19
KU177ZU,Manuale,SN1011879,47600,2003,CONC28,MOD944,COL15
GK192KY,Automatico,SN8470304,49500,2004,CONC36,MOD236,COL26
UM372YY,Manuale,SN5974118,67900,2000,CONC36,MOD778,COL9
OM887HH,Automatico,SN2121612,62800,2023,CONC2,MOD916,COL25
MT336QF,Manuale,SN4064199,30600,2020,CONC103,MOD120,COL29
EO800GU,Manuale,SN6161710,56100,2005,CONC26,MOD375,COL9
CD202DQ,Automatico,SN7868308,44500,2002,CONC44,MOD160,COL28
UE463WB,Manuale,SN1077352,39400,2000,CONC30,MOD45,COL14
QA565TK,Automatico,SN2008831,46800,2005,CONC122,MOD897,COL10
FS961VU,Automatico,SN1681362,42900,2014,CONC21,MOD455,COL15
PN583WC,Manuale,SN2830902,65200,2009,CONC183,MOD477,COL20
YR464LM,Manuale,SN4789587,41700,2020,CONC64,MOD935,COL20
RU777YY,Manuale,SN8712044,38100,2009,CONC179,MOD573,COL4
MV677RD,Manuale,SN7228465,16000,2002,CONC189,MOD927,COL18
WR628NP,Manuale,SN5184638,30700,2024,CONC29,MOD196,COL21
XG637FT,Automatico,SN8341398,48300,2016,CONC44,MOD583,COL12
SD402CZ,Manuale,SN1494145,28700,2011,CONC51,MOD54,COL21
XU563CT,Manuale,SN4513150,50900,2008,CONC179,MOD415,COL9
ZP606TY,Manuale,SN3902779,30700,2004,CONC120,MOD96,COL1
LW599CV,Automatico,SN7763053,37500,2009,CONC102,MOD193,COL22
CA913PT,Manuale,SN9028311,53600,2015,CONC62,MOD92,COL1
IY994UF,Manuale,SN6284644,46200,2001,CONC151,MOD13,COL8
GU338GA,Automatico,SN1498668,22000,2005,CONC29,MOD528,COL13
CN434KQ,Manuale,SN1815786,22800,2013,CONC92,MOD710,COL9
MY541OC,Automatico,SN3308379,53500,2006,CONC31,MOD420,COL8
XI877HY,Manuale,SN9382024,51500,2017,CONC131,MOD311,COL27
DN592NC,Manuale,SN2138632,15200,2011,CONC117,MOD250,COL28
NQ199BG,Automatico,SN7037629,24800,2010,CONC39,MOD535,COL15
LF480EP,Automatico,SN3311986,30300,2009,CONC65,MOD852,COL29
EQ328QN,Automatico,SN7053276,32000,2024,CONC108,MOD941,COL24
AP591EO,Manuale,SN7551907,61500,2015,CONC8,MOD767,COL12
HG920EQ,Automatico,SN8716360,42100,2021,CONC120,MOD960,COL16
RC135NX,Manuale,SN6539284,67500,2023,CONC148,MOD854,COL16
QA440SU,Manuale,SN4259762,53700,2001,CONC62,MOD876,COL2
RE734FZ,Manuale,SN9290099,56800,2019,CONC115,MOD976,COL25
LM640YX,Automatico,SN7261505,54600,2004,CONC42,MOD572,COL27
KC652LG,Automatico,SN4228465,17000,2021,CONC161,MOD670,COL28
NO167IZ,Manuale,SN2777842,20900,2010,CONC50,MOD281,COL22
HW953NK,Automatico,SN8526802,39400,2008,CONC81,MOD109,COL11
EE274OM,Manuale,SN9670485,62000,2014,CONC2,MOD428,COL21
RW358BC,Automatico,SN9395387,61600,2018,CONC151,MOD292,COL13
AE508UP,Manuale,SN1538350,59100,2019,CONC169,MOD689,COL25
QP823CS,Automatico,SN4064007,57600,2021,CONC83,MOD616,COL29
ZC330JE,Manuale,SN8223444,62100,2008,CONC53,MOD678,COL17
XP865PS,Manuale,SN1120383,23500,2021,CONC17,MOD298,COL9
ED297YT,Automatico,SN8272902,59700,2015,CONC42,MOD331,COL9
GP501JJ,Automatico,SN7607297,30800,2000,CONC193,MOD847,COL5
UM317VD,Manuale,SN3631147,69100,2009,CONC5,MOD821,COL22
YL189KY,Manuale,SN3938106,62100,2021,CONC196,MOD482,COL28
QK661WH,Automatico,SN6756957,69300,2004,CONC46,MOD448,COL7
CP997GW,Manuale,SN8982215,45800,2018,CONC3,MOD473,COL2
RC820AN,Manuale,SN3351654,66500,2008,CONC120,MOD989,COL9
JM874GC,Manuale,SN4312478,30800,2008,CONC36,MOD516,COL29
KI949UK,Manuale,SN1130434,42200,2007,CONC186,MOD985,COL30
IT960HG,Manuale,SN3250855,25500,2015,CONC190,MOD307,COL29
LX437UB,Automatico,SN6668768,66000,2022,CONC13,MOD427,COL4
GR106GJ,Manuale,SN7357292,36000,2021,CONC90,MOD149,COL8
PA131KS,Manuale,SN5959589,49400,2016,CONC127,MOD978,COL2
SA443NF,Automatico,SN5730996,25800,2016,CONC5,MOD822,COL19
ZK730NN,Automatico,SN3616011,59300,2020,CONC45,MOD6,COL19
JW154LV,Automatico,SN5261935,16600,2008,CONC29,MOD418,COL18
HY680IH,Automatico,SN5054830,53400,2019,CONC99,MOD815,COL3
FD281BB,Manuale,SN8658507,20100,2015,CONC160,MOD33,COL13
OS740RG,Automatico,SN8198237,43200,2019,CONC112,MOD44,COL13
LV849QG,Manuale,SN5515098,30400,2024,CONC39,MOD602,COL1
RI829ZV,Manuale,SN1856974,47100,2006,CONC3,MOD305,COL18
GK989PG,Automatico,SN5282269,23000,2015,CONC148,MOD92,COL29
IM332XV,Automatico,SN4624862,59100,2011,CONC81,MOD293,COL10
HW794VY,Automatico,SN5255635,62500,2003,CONC31,MOD63,COL29
HL636CA,Automatico,SN9414073,58200,2017,CONC87,MOD960,COL9
NG566DD,Automatico,SN4205082,43400,2017,CONC15,MOD269,COL22
KZ591PK,Automatico,SN3035296,36300,2000,CONC169,MOD444,COL6
GL975UO,Automatico,SN4227576,67000,2013,CONC106,MOD966,COL18
VA211WG,Manuale,SN8046787,15500,2012,CONC160,MOD704,COL18
PC725XM,Manuale,SN8702832,40400,2017,CONC36,MOD8,COL4
GA364ES,Manuale,SN2961913,15600,2010,CONC83,MOD417,COL15
WM370EG,Automatico,SN9144349,48000,2016,CONC194,MOD368,COL9
YR279YX,Automatico,SN2209787,33800,2024,CONC151,MOD489,COL20
HF109KZ,Manuale,SN4933978,41800,2014,CONC198,MOD468,COL11
LV343RM,Manuale,SN3092437,57000,2000,CONC107,MOD6,COL4
GY632EO,Automatico,SN2416310,34600,2005,CONC5,MOD173,COL8
IM152IK,Automatico,SN2407197,58200,2005,CONC146,MOD970,COL16
ZG484EM,Manuale,SN1896629,47500,2005,CONC144,MOD921,COL26
JR840LO,Automatico,SN5612978,66500,2004,CONC172,MOD419,COL18
OV488GL,Manuale,SN5248488,15200,2006,CONC169,MOD74,COL29
HU965RH,Automatico,SN3966873,24700,2014,CONC179,MOD843,COL9
RS301AU,Automatico,SN3599686,64000,2003,CONC165,MOD965,COL7
YO726BK,Manuale,SN6679775,36900,2010,CONC104,MOD860,COL18
CI732DH,Automatico,SN9696106,33100,2001,CONC48,MOD402,COL12
AL882RS,Automatico,SN2882237,59800,2015,CONC148,MOD219,COL20
LA945ES,Automatico,SN2157616,48300,2019,CONC199,MOD962,COL13
LO273MM,Manuale,SN4687864,55400,2024,CONC164,MOD253,COL23
ZU426EA,Manuale,SN3437029,66000,2017,CONC176,MOD860,COL27
CI817RJ,Manuale,SN6837014,51700,2019,CONC101,MOD805,COL28
MB748JF,Manuale,SN3019561,27300,2019,CONC13,MOD736,COL8
HP131KO,Automatico,SN7190144,24500,2010,CONC177,MOD806,COL6
LB480MB,Automatico,SN4872145,40800,2018,CONC43,MOD32,COL13
EZ343BJ,Automatico,SN4921401,32200,2022,CONC61,MOD265,COL28
EI589LG,Automatico,SN4635937,30800,2002,CONC169,MOD933,COL15
WU100MR,Manuale,SN2784243,62100,2005,CONC195,MOD547,COL22
NY277WP,Manuale,SN5522226,22700,2007,CONC180,MOD659,COL6
MF222IX,Automatico,SN3353653,24400,2022,CONC146,MOD314,COL16
WH321FG,Manuale,SN1711462,58300,2019,CONC129,MOD202,COL11
LX482QU,Automatico,SN3847174,16700,2023,CONC120,MOD313,COL14
VG514CY,Manuale,SN7040434,22400,2001,CONC123,MOD271,COL24
LI321NY,Automatico,SN2015323,44400,2015,CONC174,MOD726,COL23
LL983VB,Manuale,SN2210158,50600,2023,CONC187,MOD89,COL16
NJ421UY,Manuale,SN8534943,59200,2019,CONC23,MOD769,COL1
LI933LL,Manuale,SN6775360,24900,2023,CONC130,MOD466,COL18
UI823XZ,Automatico,SN5283140,42000,2015,CONC58,MOD825,COL21
II131EB,Manuale,SN8222525,42800,2021,CONC71,MOD868,COL1
XH614TL,Automatico,SN4635538,46700,2014,CONC197,MOD913,COL30
OG737XH,Automatico,SN3805278,36200,2015,CONC89,MOD96,COL10
II279JD,Manuale,SN9740538,54600,2021,CONC82,MOD803,COL2
QL243BG,Automatico,SN7601360,40100,2015,CONC170,MOD6,COL11
EK559AY,Automatico,SN2991458,60800,2014,CONC170,MOD343,COL19
EN792RN,Manuale,SN9420131,64200,2017,CONC95,MOD192,COL17
LJ605UU,Manuale,SN3912701,37300,2020,CONC141,MOD543,COL20
IS900JH,Manuale,SN1428602,39000,2006,CONC112,MOD411,COL21
CH884XS,Manuale,SN1292735,31300,2015,CONC12,MOD544,COL5
HJ920BU,Manuale,SN8780532,60800,2022,CONC3,MOD236,COL9
NW709OU,Manuale,SN4236420,64100,2004,CONC182,MOD749,COL25
BV705WZ,Manuale,SN2070018,69600,2024,CONC35,MOD599,COL9
OJ757IX,Automatico,SN3056825,39100,2008,CONC81,MOD114,COL25
DK722IF,Automatico,SN5344729,33600,2022,CONC144,MOD652,COL27
RW488FL,Manuale,SN6850084,60200,2002,CONC181,MOD21,COL30
RW678OG,Manuale,SN4125240,57600,2021,CONC124,MOD372,COL17
IO475PG,Manuale,SN1708883,44200,2004,CONC75,MOD228,COL24
WV159FD,Automatico,SN9258457,61100,2008,CONC166,MOD909,COL26
VS294VD,Manuale,SN8644001,21100,2017,CONC177,MOD132,COL27
BA723QZ,Automatico,SN6868678,62800,2008,CONC71,MOD660,COL28
GZ653ZP,Automatico,SN1498910,69000,2004,CONC138,MOD243,COL13
AE872CU,Manuale,SN1942638,43600,2018,CONC57,MOD12,COL10
GA498XG,Manuale,SN2711377,43900,2000,CONC1,MOD690,COL18
ZH646NO,Manuale,SN4451594,46400,2001,CONC137,MOD573,COL17
TD584FU,Manuale,SN3260402,31200,2000,CONC156,MOD75,COL7
UP619ED,Manuale,SN5115737,32300,2019,CONC48,MOD10,COL21
WJ214PS,Automatico,SN4213760,63500,2004,CONC38,MOD845,COL15
DM967GA,Automatico,SN1655571,29600,2007,CONC114,MOD647,COL19
RY590SA,Automatico,SN4367673,23000,2003,CONC154,MOD609,COL30
DC742OT,Automatico,SN3532144,39200,2008,CONC18,MOD803,COL20
GU851PK,Automatico,SN5103544,25700,2000,CONC40,MOD8,COL9
QM952LT,Manuale,SN7200764,26300,2010,CONC106,MOD108,COL12
ZK360AZ,Manuale,SN4064749,47200,2021,CONC116,MOD240,COL10
GR681YK,Automatico,SN2692926,15600,2016,CONC166,MOD485,COL30
DQ751RY,Manuale,SN5344274,66200,2022,CONC199,MOD430,COL6
HJ141LG,Automatico,SN2395390,60800,2017,CONC141,MOD310,COL20
QZ152HW,Manuale,SN3345489,40700,2003,CONC34,MOD103,COL2
EY581KJ,Automatico,SN3523538,58500,2020,CONC190,MOD926,COL24
SO881VY,Manuale,SN2482729,38700,2003,CONC129,MOD849,COL3
CQ589EY,Manuale,SN8322579,28900,2021,CONC169,MOD913,COL12
AP984SE,Manuale,SN3178038,31700,2005,CONC85,MOD608,COL12
NZ701LH,Manuale,SN1410995,66400,2010,CONC71,MOD138,COL30
JR566TD,Automatico,SN1514055,65200,2013,CONC139,MOD433,COL12
SZ887TO,Automatico,SN4899477,60300,2015,CONC37,MOD206,COL13
NG502YN,Automatico,SN2333125,18400,2013,CONC145,MOD523,COL29
SB140WV,Automatico,SN2292132,32300,2019,CONC174,MOD333,COL20
CQ685LB,Manuale,SN9278319,61000,2013,CONC90,MOD479,COL7
VQ118CG,Automatico,SN7090882,57200,2021,CONC199,MOD261,COL3
QY707NN,Manuale,SN9275975,29500,2009,CONC133,MOD185,COL2
TX170MO,Manuale,SN4426385,18800,2013,CONC102,MOD757,COL3
UT549FV,Manuale,SN7561228,17700,2008,CONC78,MOD380,COL2
BV892NB,Automatico,SN7462214,39700,2024,CONC154,MOD611,COL27
QS499OQ,Manuale,SN8393799,36600,2001,CONC130,MOD438,COL18
YC234TS,Manuale,SN6565390,31600,2024,CONC174,MOD331,COL2
CJ528PM,Manuale,SN4931558,26800,2016,CONC87,MOD803,COL10
UR143AQ,Manuale,SN2159909,53400,2011,CONC87,MOD51,COL25
YF407ST,Automatico,SN2066453,46700,2022,CONC105,MOD259,COL27
JI986JY,Automatico,SN4334949,41400,2017,CONC79,MOD931,COL25
CF679NS,Manuale,SN1731803,41700,2019,CONC142,MOD202,COL28
XQ932BR,Manuale,SN4558247,48500,2020,CONC186,MOD684,COL1
SR871AR,Automatico,SN1678735,57000,2006,CONC18,MOD467,COL16
AA162JR,Manuale,SN4227877,30200,2015,CONC28,MOD769,COL3
AX879NU,Automatico,SN7717415,50900,2012,CONC62,MOD49,COL13
RO928SF,Automatico,SN9315406,35100,2003,CONC171,MOD310,COL20
YS431SI,Automatico,SN6480622,52700,2016,CONC189,MOD898,COL26
ZG602VG,Automatico,SN7607241,56300,2015,CONC19,MOD145,COL29
UJ167KQ,Manuale,SN3211621,67300,2006,CONC188,MOD461,COL26
VM205WS,Automatico,SN8091555,35300,2015,CONC192,MOD915,COL3
HZ936NR,Manuale,SN9046845,54500,2001,CONC119,MOD619,COL20
DY120YU,Automatico,SN3594924,52000,2008,CONC68,MOD716,COL3
OQ147EP,Manuale,SN3784848,27600,2010,CONC156,MOD646,COL4
UQ481VH,Automatico,SN3774816,51900,2001,CONC104,MOD378,COL26
KO814KW,Manuale,SN4037125,52300,2011,CONC145,MOD63,COL16
NK881WO,Automatico,SN9829977,68900,2019,CONC187,MOD450,COL4
DP146AK,Manuale,SN3459841,18800,2000,CONC192,MOD83,COL21
TO376ZB,Manuale,SN7227729,27200,2003,CONC110,MOD155,COL12
JD790QX,Manuale,SN2223566,28500,2002,CONC156,MOD760,COL18
NV244AR,Automatico,SN8165195,61100,2000,CONC110,MOD662,COL6
FA211RH,Manuale,SN2293352,17300,2005,CONC36,MOD75,COL15
FA285FA,Automatico,SN1504184,57700,2008,CONC129,MOD72,COL11
FT381ZO,Automatico,SN2501018,34700,2020,CONC173,MOD251,COL1
CL910QF,Manuale,SN7585816,67000,2013,CONC46,MOD758,COL15
VB168VI,Automatico,SN9093674,53100,2021,CONC109,MOD614,COL23
XC328PP,Manuale,SN6115835,65900,2016,CONC116,MOD324,COL28
SA630WM,Automatico,SN9226464,57100,2010,CONC118,MOD869,COL6
DT726JB,Manuale,SN3397904,63000,2008,CONC136,MOD701,COL8
FI948AY,Automatico,SN5195010,17000,2001,CONC121,MOD485,COL13
KZ370AP,Manuale,SN3985822,18300,2022,CONC128,MOD339,COL24
LB602CH,Manuale,SN1359250,44200,2021,CONC16,MOD100,COL20
BD489XP,Manuale,SN3243698,54100,2017,CONC71,MOD147,COL10
KW784BO,Manuale,SN9194299,30200,2004,CONC167,MOD992,COL29
UT436LV,Manuale,SN9824073,63500,2018,CONC81,MOD872,COL1
OL891EJ,Automatico,SN1187211,42400,2002,CONC84,MOD934,COL3
FB810VM,Automatico,SN6749484,63800,2002,CONC188,MOD465,COL14
LB987FG,Manuale,SN6166892,29400,2005,CONC86,MOD235,COL15
RS684OG,Automatico,SN5472423,53900,2019,CONC79,MOD470,COL13
MU707IW,Automatico,SN7498447,62500,2006,CONC122,MOD501,COL23
FC669DV,Automatico,SN3077060,63300,2010,CONC39,MOD104,COL9
EW482VW,Manuale,SN3665626,52700,2014,CONC130,MOD512,COL10
PQ571RS,Manuale,SN2235797,17200,2009,CONC60,MOD61,COL26
BT211ZG,Automatico,SN2862988,16600,2001,CONC187,MOD961,COL13
BU734EW,Automatico,SN5990207,54800,2006,CONC4,MOD598,COL9
HX154VF,Manuale,SN4403066,36700,2014,CONC83,MOD853,COL3
OS824AL,Automatico,SN2735125,65000,2011,CONC131,MOD629,COL9
VA791OR,Automatico,SN5385604,34900,2001,CONC80,MOD418,COL21
ON776UP,Automatico,SN4721011,45300,2012,CONC97,MOD292,COL8
QL261PK,Automatico,SN5895552,67800,2006,CONC11,MOD740,COL16
SN572CO,Manuale,SN6858337,65200,2009,CONC141,MOD162,COL27
TP431XE,Automatico,SN7833630,29700,2013,CONC144,MOD442,COL25
YG579WW,Automatico,SN8475965,60200,2016,CONC80,MOD3,COL21
AE795JR,Manuale,SN8418061,15800,2009,CONC49,MOD364,COL24
HR832JQ,Automatico,SN6954649,49200,2008,CONC113,MOD249,COL26
FI477BQ,Automatico,SN9658989,48900,2003,CONC6,MOD458,COL28
ZK231TY,Manuale,SN2551585,31600,2018,CONC21,MOD769,COL18
DA181PY,Manuale,SN4492558,51700,2001,CONC193,MOD551,COL15
YC278PI,Manuale,SN5873188,24800,2003,CONC89,MOD934,COL20
CO193QJ,Manuale,SN8675818,36900,2004,CONC24,MOD810,COL28
LW816NZ,Automatico,SN5393622,44200,2010,CONC186,MOD997,COL22
XV733QP,Automatico,SN8228899,29700,2011,CONC145,MOD451,COL20
YG310CK,Manuale,SN5485065,34200,2019,CONC125,MOD690,COL19
FQ546SH,Automatico,SN5122032,29500,2009,CONC42,MOD389,COL17
HZ952JL,Manuale,SN5786725,35600,2006,CONC143,MOD612,COL12
MC340YO,Manuale,SN8304105,22800,2002,CONC82,MOD802,COL7
JA200MU,Automatico,SN7993458,16800,2019,CONC78,MOD348,COL14
NE864RX,Manuale,SN2597539,68500,2010,CONC63,MOD871,COL7
MW921CC,Automatico,SN5816678,33600,2009,CONC66,MOD835,COL1
EP907KB,Manuale,SN2994064,65500,2013,CONC20,MOD619,COL5
RN360GA,Automatico,SN7747398,38400,2012,CONC18,MOD102,COL9
CQ784IJ,Manuale,SN9309525,45500,2016,CONC171,MOD809,COL19
JP588SL,Manuale,SN1031092,52400,2010,CONC5,MOD614,COL16
ZL796WX,Automatico,SN1244608,50000,2009,CONC113,MOD715,COL10
WX301ZN,Automatico,SN9119586,61900,2024,CONC4,MOD829,COL2
AM303JD,Manuale,SN5006705,51800,2008,CONC77,MOD504,COL27
KW320CW,Manuale,SN8560909,57700,2023,CONC17,MOD51,COL28
YL975WH,Manuale,SN8444516,31700,2021,CONC42,MOD366,COL30
UC966IG,Manuale,SN1884631,61400,2011,CONC4,MOD851,COL26
IO782QQ,Automatico,SN2210663,43700,2024,CONC25,MOD360,COL29
FS474PU,Automatico,SN9346807,54900,2019,CONC85,MOD571,COL8
AK289RG,Manuale,SN7229230,64900,2004,CONC43,MOD460,COL14
YG551WI,Automatico,SN5883548,41500,2007,CONC104,MOD424,COL15
XR601QD,Manuale,SN4858502,64700,2021,CONC67,MOD31,COL1
GT823YJ,Manuale,SN4742827,58500,2018,CONC96,MOD429,COL14
JN506YU,Automatico,SN5898597,44700,2014,CONC153,MOD725,COL19
OL407IV,Automatico,SN2439218,48500,2020,CONC11,MOD83,COL27
TS521JB,Manuale,SN9471670,26200,2000,CONC156,MOD709,COL15
WA145OQ,Automatico,SN9260056,53600,2018,CONC152,MOD653,COL19
RW688NU,Automatico,SN7448403,59700,2021,CONC88,MOD718,COL20
OX869YS,Automatico,SN5509970,28500,2012,CONC114,MOD107,COL12
JB580TJ,Manuale,SN1236450,18000,2016,CONC93,MOD949,COL21
TG305PL,Manuale,SN6011978,32200,2009,CONC26,MOD534,COL11
WV786BW,Automatico,SN8160511,28700,2000,CONC144,MOD546,COL24
CK299TG,Automatico,SN2426243,69400,2017,CONC85,MOD541,COL30
PZ872IZ,Automatico,SN3933351,46000,2016,CONC140,MOD410,COL8
TG930DD,Automatico,SN4639779,62600,2008,CONC21,MOD957,COL27
FE829XQ,Automatico,SN8864044,22600,2020,CONC31,MOD136,COL13
MA670OH,Automatico,SN5445694,57200,2012,CONC197,MOD601,COL29
UF930RE,Automatico,SN3082720,42500,2011,CONC16,MOD279,COL13
OV901EK,Manuale,SN5997743,65000,2017,CONC4,MOD212,COL9
TA613YP,Automatico,SN6155321,22000,2022,CONC63,MOD342,COL12
UJ709RF,Manuale,SN1411699,19600,2021,CONC48,MOD841,COL4
YH819VJ,Automatico,SN7848796,65900,2023,CONC181,MOD273,COL1
AP689II,Manuale,SN3232604,42300,2014,CONC174,MOD456,COL25
ZH815ZP,Automatico,SN4467850,67600,2018,CONC23,MOD30,COL17
HY311RR,Manuale,SN7361687,43300,2010,CONC200,MOD683,COL2
PS702YS,Manuale,SN3217276,49700,2018,CONC65,MOD835,COL20
WW278WQ,Automatico,SN9184536,52400,2009,CONC169,MOD924,COL28
QE154LM,Manuale,SN2839391,68900,2008,CONC5,MOD673,COL5
NR115LZ,Manuale,SN5176414,64300,2022,CONC45,MOD938,COL18
JB380SZ,Automatico,SN3807963,41900,2004,CONC135,MOD897,COL16
VT748MD,Manuale,SN4035912,32900,2007,CONC153,MOD592,COL23
NJ757XZ,Manuale,SN9051549,67300,2011,CONC167,MOD384,COL18
IM176KR,Automatico,SN5628553,28800,2024,CONC79,MOD226,COL8
WY835OM,Manuale,SN9179892,61500,2016,CONC146,MOD625,COL21
ZY411LL,Manuale,SN8028843,69500,2011,CONC19,MOD58,COL28
NW405YB,Manuale,SN1164387,38500,2015,CONC123,MOD279,COL12
FU661NF,Automatico,SN3430871,18400,2006,CONC160,MOD40,COL8
EB912BH,Manuale,SN8090039,54200,2016,CONC21,MOD548,COL6
DG758MU,Automatico,SN7589896,62500,2002,CONC133,MOD559,COL3
OR811IR,Manuale,SN6854680,29200,2011,CONC28,MOD509,COL21
JB817TJ,Automatico,SN7933709,68800,2024,CONC200,MOD843,COL30
EV520TK,Manuale,SN4670248,59900,2015,CONC85,MOD702,COL5
LL475TD,Manuale,SN9570611,48500,2004,CONC180,MOD472,COL20
VK318EX,Automatico,SN1963418,18500,2020,CONC3,MOD81,COL11
LP360JB,Automatico,SN5798542,46200,2023,CONC176,MOD531,COL25
EY693HP,Automatico,SN7893994,20800,2009,CONC109,MOD552,COL5
IR639ZI,Manuale,SN8278161,45700,2003,CONC63,MOD235,COL1
IL228UF,Automatico,SN9541391,53700,2005,CONC86,MOD577,COL22
AY313OU,Manuale,SN7993586,34300,2004,CONC88,MOD323,COL21
SR881QN,Manuale,SN7838317,59500,2018,CONC18,MOD222,COL4
ZT457YP,Automatico,SN9295806,34400,2014,CONC168,MOD900,COL9
NZ223KN,Manuale,SN6558902,63400,2024,CONC3,MOD683,COL23
PU393QP,Manuale,SN1698277,57000,2009,CONC70,MOD715,COL7
AA513TA,Automatico,SN4698739,60900,2007,CONC130,MOD230,COL29
DQ311CZ,Automatico,SN3486871,52200,2005,CONC194,MOD311,COL24
RO141QH,Automatico,SN8824013,34300,2016,CONC64,MOD7,COL6
SO577IJ,Manuale,SN3238467,44500,2020,CONC62,MOD195,COL20
HS927OL,Manuale,SN8100472,18800,2012,CONC27,MOD432,COL5
ZX587GT,Automatico,SN8676262,59600,2015,CONC68,MOD911,COL2
CG268ER,Automatico,SN9249095,35500,2024,CONC129,MOD429,COL4
BE709GT,Automatico,SN6742803,53800,2022,CONC12,MOD336,COL9
ZA683YQ,Manuale,SN3923884,48600,2017,CONC147,MOD555,COL23
JN885SJ,Manuale,SN2777264,58900,2000,CONC129,MOD232,COL13
UR900KK,Automatico,SN3311855,40900,2006,CONC191,MOD166,COL10
NJ272DY,Automatico,SN1698388,62200,2009,CONC181,MOD970,COL10
OS383YN,Manuale,SN1955288,50900,2014,CONC132,MOD929,COL30
AQ786ET,Automatico,SN7786121,27100,2002,CONC154,MOD684,COL30
TY929FA,Manuale,SN1092129,51400,2018,CONC58,MOD994,COL3
WP878IZ,Manuale,SN3886995,64300,2001,CONC74,MOD458,COL9
PF723GL,Manuale,SN5939991,48900,2016,CONC80,MOD97,COL30
WV264JB,Automatico,SN7264776,65000,2002,CONC118,MOD804,COL19
WQ385VU,Automatico,SN9865359,62800,2005,CONC182,MOD294,COL5
UW310ND,Automatico,SN9200998,39600,2023,CONC188,MOD71,COL4
SJ728SM,Manuale,SN9113874,16100,2010,CONC98,MOD258,COL19
AK248AZ,Automatico,SN6904820,23600,2022,CONC87,MOD162,COL22
LB674XF,Automatico,SN7360734,55500,2004,CONC7,MOD259,COL15
RO781SN,Automatico,SN8743700,21700,2002,CONC118,MOD542,COL23
LM435CD,Automatico,SN2103599,21100,2018,CONC117,MOD230,COL25
SD365FC,Manuale,SN4641404,42100,2010,CONC42,MOD538,COL19
QH428QY,Manuale,SN9108660,50700,2019,CONC78,MOD389,COL6
IV958HV,Automatico,SN8223561,35900,2018,CONC156,MOD901,COL24
QD982WZ,Automatico,SN6370763,25000,2010,CONC103,MOD872,COL3
VD386LS,Manuale,SN1892317,67400,2001,CONC115,MOD921,COL23
IX558OJ,Automatico,SN6752245,44600,2014,CONC141,MOD584,COL30
IF318JA,Manuale,SN5551565,55900,2006,CONC5,MOD400,COL21
ZK327EL,Manuale,SN6991854,56000,2005,CONC160,MOD612,COL15
OK923SM,Manuale,SN6965855,25800,2022,CONC74,MOD100,COL30
TA394NJ,Manuale,SN8460249,63200,2009,CONC76,MOD281,COL16
SH426TS,Automatico,SN2568002,22800,2018,CONC140,MOD775,COL18
IB264DB,Automatico,SN4377160,66100,2017,CONC25,MOD211,COL4
AV808QN,Manuale,SN2271942,47300,2010,CONC149,MOD732,COL10
XL452LV,Manuale,SN8972433,38700,2015,CONC8,MOD871,COL10
KX626JX,Automatico,SN2947534,28100,2012,CONC35,MOD458,COL21
JS582VT,Automatico,SN5069974,35900,2003,CONC12,MOD513,COL7
